,Unnamed: 0,Name,Team,Pos,Nationality,CTteam,Height,Weight,MinutesPlayedPG,ptsPG,rebPG,astPG,toPG,stlPG,blkPG,pfPG,TotalGames,TotalMinutesPlayed,2ptsPercentage,3ptsPercentage,ftPercentage,fgPercentage,2ptsM_PG,2ptsA_PG,3ptsM_PG,3ptsA_PG,ftM_PG,ftA_PG,fgM_PG,fgA_PG,Totalpts,TotalREB,TotalAst,TotalTO,TotalSTL,TotalBLK,TotalPF,EFF,eFG,TS,TOV,C,F,G
189,189,許致強,臺灣銀行,F,1,0,196,96,22,10.5,5.2,0.9,1.7,0.7,0.5,2.4,222,4824,0.4601,0.3281,0.6442,0.4518,4,8.6,0.2,0.6,1.9,3,4.2,9.2,2321,1155,195,386,151,112,534,10,0.467391304,0.49904943,0.139116203,0,1,0
190,190,鄭皓璿,臺灣銀行,G,1,0,183,78,16,4.4,2.1,1.3,1.6,1.1,0.1,1.1,50,779,0.381,0.2737,0.8667,0.3422,1.3,3.4,0.5,1.9,0.3,0.3,1.8,5.3,219,104,66,82,55,4,56,3.9,0.386792453,0.405007364,0.227531286,0,0,1
191,191,佩爾,臺北達欣工程,C,0,0,210,105,32,15.3,14.2,0.7,3.5,0.7,3,3,30,971,0.4933,0,0.6953,0.4933,6.2,12.5,0,0,3,4.3,6.2,12.5,459,427,21,106,21,91,91,22.8,0.496,0.531545303,0.195618153,1,0,0
192,192,陳耀庭,臺北達欣工程,F,1,0,196,102,9,2.9,1.7,0.4,0.8,0.2,0.2,1.1,95,890,0.3862,0,0.549,0.3836,1.2,3.1,0,0,0.6,1.1,1.2,3.1,280,164,41,74,22,15,104,2.2,0.387096774,0.404575893,0.182481752,0,1,0
193,193,顏振弘,臺北達欣工程,C,1,0,196,90,15,4.9,2.9,0.5,0.9,0.4,0.3,1.9,141,2115,0.4416,0.1429,0.5714,0.4385,2.1,4.7,0,0,0.7,1.2,2.1,4.8,689,410,67,130,58,40,269,4.9,0.4375,0.459834835,0.144508671,1,0,0
194,194,呂承樺,臺北達欣工程,F,1,0,197,85,2,0.4,0.1,0,0.2,0.2,0,0.9,11,27,0.25,0,0,0.25,0.2,0.7,0,0,0,0,0.2,0.7,4,1,0,2,2,0,10,0,0.285714286,0.285714286,0.222222222,0,1,0
195,195,何守正,富邦勇士,F,1,1,197,98,26,11.1,4.2,1.3,1.3,0.5,0.2,1.5,283,7264,0.5198,0.332,0.6891,0.4362,2.8,5.4,1.4,4.3,1.3,1.8,4.2,9.7,3149,1182,355,360,137,51,429,10,0.505154639,0.528974457,0.110244233,0,1,0
196,196,陳鑫堯,金門酒廠,G,1,0,173,73,9,2.5,0.9,0.7,1,0.5,0,0.7,44,376,0.4769,0.2264,0.5238,0.3644,0.7,1.5,0.3,1.2,0.3,0.5,1,2.7,109,41,30,43,21,0,29,1.7,0.425925926,0.428082192,0.255102041,0,0,1
197,197,桑一慶,金門酒廠,F,1,0,193,86,8,0.9,0.9,0.5,0.6,0.3,0,0.6,8,61,0.1538,0.5,0,0.2,0.3,1.6,0.1,0.3,0,0.3,0.4,1.9,7,7,4,5,2,0,5,0.2,0.236842105,0.221456693,0.227963526,0,1,0
198,198,黃啟峰,台中璞園建築,F,1,0,192,85,13,4.2,1.8,0.7,0.6,0.4,0.1,1.2,225,2817,0.5415,0.3007,0.6792,0.4953,1.4,2.7,0.2,0.6,0.7,1.1,1.6,3.3,944,406,148,132,79,19,275,4.5,0.515151515,0.554968288,0.136861314,0,1,0
199,199,簡嘉宏,台中璞園建築,F,1,1,197,108,24,11.5,4.8,1.4,1.7,0.6,0.3,1.7,226,5330,0.4718,0.2843,0.7183,0.4369,3.8,8,0.5,1.8,2.4,3.3,4.3,9.8,2595,1092,323,385,132,71,380,10.5,0.464285714,0.511020263,0.13125386,0,1,0
200,200,毛加恩,台中璞園建築,F,1,1,195,93,22,10.4,4.5,2,2.4,1,0.3,2.4,205,4498,0.4555,0.2941,0.7138,0.4284,3.6,7.8,0.5,1.6,1.9,2.7,4,9.4,2141,924,417,490,205,60,495,9.6,0.45212766,0.491122025,0.184785956,0,1,0
201,201,賴佳圻,台灣啤酒,C,1,0,198,95,6,1,1.3,0.2,0.5,0.3,0,1.2,6,37,0.3333,0,0,0.3333,0.5,1.5,0,0,0,0.3,0.5,1.5,6,8,1,3,2,0,7,1,0.333333333,0.306372549,0.234521576,1,0,0
202,202,賴國維,台灣啤酒,G,1,0,180,78,14,3.8,1.3,1.7,1.1,0.5,0,1.1,95,1332,0.3514,0.3038,0.7097,0.3181,0.4,1.2,0.8,2.7,0.5,0.7,1.2,3.9,359,126,162,101,48,1,107,3.3,0.41025641,0.451520913,0.207234363,0,0,1
203,203,德瑞克,新北裕隆納智捷,F,0,0,206,125,23,13.7,9.2,0.7,2.9,0.6,0.3,3.2,10,228,0.438,0,0.6538,0.4348,6,13.7,0,0.1,1.7,2.6,6,13.8,137,92,7,29,6,3,32,12.9,0.434782609,0.458377944,0.162519614,0,1,0
204,204,姜仕峰,新北裕隆納智捷,G,1,0,182,78,16,4.4,2.5,1.8,1.5,0.7,0.1,1.9,62,996,0.4269,0.0313,0.6667,0.3836,1.8,4.2,0,0.5,0.8,1.2,1.8,4.7,273,156,114,92,43,8,116,4.7,0.382978723,0.420811018,0.22294887,0,0,1
205,205,簡明富,臺灣銀行,G,1,0,163,68,20,6.6,2.5,2.5,1.9,1.1,0,2.2,187,3809,0.4283,0.3163,0.7224,0.3597,1,2.4,1.2,3.8,0.9,1.3,2.2,6.2,1228,462,465,363,210,1,412,6.4,0.451612903,0.48730065,0.219095941,0,0,1
206,206,莊曉文,臺灣銀行,F,1,0,190,95,18,5.9,3,1,0.8,0.6,0.3,1.6,282,4985,0.3997,0.2935,0.602,0.339,1.1,2.8,1.1,3.7,0.4,0.7,2.2,6.5,1665,855,288,232,180,89,443,5.4,0.423076923,0.433313749,0.105152471,0,1,0
207,207,田壘,臺北達欣工程,F,1,1,202,104,33,19.3,8.8,2.2,2.2,1.4,1.5,2.2,253,8239,0.4998,0.3252,0.7115,0.427,4.7,9.3,2.2,6.7,3.5,4.9,6.8,16,4883,2222,563,545,360,381,554,20.4,0.49375,0.531504737,0.108076243,0,1,0
208,208,林育揚,臺北達欣工程,F,1,0,192,85,5,1.4,0.6,0.1,0.4,0.4,0,1,27,134,0.375,0,0.6667,0.3,0.3,0.9,0,0.2,0.7,1.1,0.3,1.1,38,17,4,10,12,1,27,0.9,0.272727273,0.441919192,0.201612903,0,1,0
209,209,林志隆,台灣大雲豹,G,1,0,173,80,18,5.1,2.9,1.9,1.4,0.9,0,2,162,2892,0.4545,0.3846,0.6507,0.4254,1.2,2.6,0.7,1.8,0.6,0.9,1.9,4.4,820,471,310,220,142,1,327,6.6,0.511363636,0.531693078,0.225952227,0,0,1
210,210,許誠文,台灣大雲豹,C,1,0,197,115,9,2.6,1.7,0.3,0.7,0.2,0.2,1.6,171,1491,0.4397,0.3043,0.5185,0.4327,1.1,2.5,0,0.1,0.3,0.6,1.1,2.6,449,298,51,127,35,40,267,2.5,0.423076923,0.453910615,0.19640853,1,0,0
211,211,賴桂林,台灣大雲豹,G,1,0,183,76,4,1.2,0.5,0.2,0.7,0.2,0,0.8,24,107,0.3889,0.0769,0.5714,0.2581,0.3,0.8,0,0.5,0.5,0.9,0.3,1.3,29,11,4,17,4,1,18,0,0.230769231,0.353773585,0.292153589,0,0,1
212,212,黃巨導,金門酒廠,F,1,0,195,83,10,2.2,1.6,0.3,0.3,0.3,0.3,1.6,158,1574,0.3773,0.284,0.5205,0.3368,0.5,1.4,0.3,1.1,0.2,0.5,0.8,2.5,348,250,51,46,45,48,246,2.4,0.38,0.404411765,0.099337748,0,1,0
213,213,吳俊雄,金門酒廠,G,1,0,200,100,13,3.6,3.3,0.5,1,0.3,0.2,2,168,2121,0.4333,0.0833,0.6226,0.4192,1.5,3.4,0,0.1,0.6,0.9,1.5,3.5,599,549,84,161,51,27,342,4.6,0.428571429,0.46201232,0.204248366,0,0,1
214,214,王男桂,金門酒廠,G,1,0,180,84,13,5.5,1.2,0.4,0.7,0.4,0,1.6,164,2086,0.4365,0.3773,0.7045,0.3869,0.3,0.8,1.5,4,0.4,0.5,1.8,4.7,910,193,67,111,68,5,257,3.8,0.542553191,0.558943089,0.12455516,0,0,1
215,215,陳信安,台中璞園建築,F,1,1,196,90,28,16.2,6.1,3.1,2.1,0.9,0.4,1.9,121,3441,0.4811,0.3361,0.6769,0.417,3.6,7.4,2,5.9,3.1,4.6,5.6,13.3,1961,744,378,257,109,51,234,15.4,0.496240602,0.528582616,0.120523416,0,1,0
216,216,潘仁德,台灣啤酒,G,1,0,178,82,9,3.5,1,0.4,0.5,0.3,0,0.8,141,1315,0.4357,0.3427,0.7634,0.3921,0.7,1.7,0.5,1.5,0.5,0.7,1.3,3.2,500,135,62,69,39,6,106,2.6,0.484375,0.498859749,0.124750499,0,0,1
217,217,陳濡群,台灣啤酒,F,1,0,190,86,5,1.9,0.4,0.3,0.4,0,0.1,0.8,14,67,0.5,0.75,0.8571,0.5625,0.4,0.9,0.2,0.3,0.4,0.5,0.6,1.1,27,6,4,6,0,1,11,1.7,0.636363636,0.71969697,0.23255814,0,1,0
218,218,陳昱安,新北裕隆納智捷,F,1,0,195,80,5,1.7,0.7,0.2,0.4,0.2,0,0.7,57,307,0.4444,0.2807,0.5556,0.3529,0.4,0.8,0.3,1,0.2,0.3,0.6,1.8,98,40,12,20,9,2,42,1.1,0.416666667,0.439958592,0.171526587,0,1,0
219,219,索羅門,新北裕隆納智捷,C,0,0,215,109,28,12.7,14.2,0.5,2,0.7,2,3,30,851,0.4716,0,0.6346,0.4702,5.3,11.2,0,0,2.2,3.5,5.3,11.2,382,425,15,61,22,60,91,20.9,0.473214286,0.498430141,0.13568521,1,0,0
220,220,李啟億,新北裕隆納智捷,F,1,0,200,95,25,9.4,5.4,2.1,2,0.7,0.8,2.6,253,6200,0.5004,0.3517,0.7339,0.4389,2.2,4.5,1.1,3.2,1.6,2.2,3.3,7.6,2386,1355,543,509,168,207,654,11.5,0.506578947,0.548552754,0.189250568,0,1,0
221,221,侯威呈,臺灣銀行,F,1,0,196,95,6,1.8,0.9,0.2,0.4,0.1,0.1,0.7,36,214,0.4028,0,0.4545,0.3973,0.8,2,0,0,0.1,0.3,0.8,2,63,34,7,15,5,2,24,1.3,0.4,0.422138837,0.157977883,0,1,0
222,222,陳禹誌,臺灣銀行,F,1,0,193,95,15,4.4,2.8,0.3,0.9,0.2,0.2,1.8,108,1634,0.462,0.25,0.8017,0.434,1.6,3.4,0.1,0.5,0.9,1.1,1.7,3.9,475,301,34,92,26,23,191,4.6,0.448717949,0.501824818,0.170325511,0,1,0
223,223,李豐永,臺北達欣工程,C,1,0,198,101,20,5.7,3.7,1.1,1.6,0.5,0.3,2.3,211,4145,0.4414,0.3222,0.6287,0.3874,1.3,2.9,0.8,2.4,0.8,1.3,2.1,5.3,1205,773,223,333,116,65,480,6,0.471698113,0.485354223,0.214132762,1,0,0
224,224,黃玟穎,臺北達欣工程,G,1,0,184,83,8,1.7,1,0.6,0.6,0.5,0,1,42,316,0.5227,0.0526,0.6176,0.381,0.5,1,0,0.5,0.5,0.8,0.6,1.5,70,44,24,27,21,1,42,2,0.4,0.458963283,0.244698206,0,0,1
225,225,楊政倫,臺北達欣工程,G,1,0,177,77,3,0.7,0.3,0.4,0.5,0.2,0,0.9,11,34,0.5,0,0.3333,0.5,0.3,0.5,0,0,0.2,0.5,0.3,0.5,8,3,4,6,2,0,10,0.6,0.6,0.486111111,0.409836066,0,0,1
226,226,洪啟超,臺北達欣工程,F,1,0,188,75,16,5.5,2.2,1.1,0.9,0.8,0.2,1.5,226,3586,0.4544,0.3264,0.6098,0.3908,1.2,2.6,0.8,2.5,0.7,1.2,2,5.1,1250,491,250,195,182,37,344,5.3,0.470588235,0.488628287,0.137867647,0,1,0
227,227,洪英哲,台灣大雲豹,C,1,0,200,96,9,1.5,1.4,0.4,0.6,0.2,0.5,1.7,142,1304,0.4038,0.25,0.3768,0.3956,0.6,1.5,0,0.1,0.2,0.5,0.6,1.6,207,203,56,90,27,66,240,2.1,0.375,0.412087912,0.247933884,1,0,0
228,228,王灝宇,金門酒廠,G,1,0,180,80,5,0.8,0.5,0.6,0.5,0.3,0,0.8,28,128,0.3077,0.2,0.6667,0.2903,0.3,0.9,0,0.2,0.1,0.2,0.3,1.1,23,15,16,13,9,1,22,0.8,0.272727273,0.336700337,0.296208531,0,0,1
229,229,蕭元昶,金門酒廠,F,1,0,195,90,17,4.2,4.5,0.6,1.1,0.4,0.2,2.7,196,3269,0.4331,0.2483,0.4828,0.3727,1.3,3.1,0.4,1.5,0.4,0.9,1.7,4.5,818,877,108,213,76,43,536,5.5,0.422222222,0.428921569,0.183455637,0,1,0
230,230,林義富,金門酒廠,F,1,0,188,95,10,2.5,1.5,0.4,0.3,0.5,0.2,1.6,11,114,0.2667,0.3529,0.5,0.3125,0.4,1.4,0.5,1.5,0.1,0.2,0.9,2.9,27,17,4,3,5,2,18,2.7,0.396551724,0.418340027,0.091240876,0,1,0
231,231,王鼎傑,台中璞園建築,G,1,0,180,75,8,4.6,1.5,0.9,1.1,0.6,0,1.3,17,143,0.4595,0.2791,0.9,0.3625,1,2.2,0.7,2.5,0.5,0.6,1.7,4.7,79,26,15,19,10,0,22,3.4,0.436170213,0.463336019,0.181398417,0,0,1
232,232,周資華,台灣啤酒,G,1,0,183,92,16,3.8,1.7,1.9,1.7,0.5,0,1.8,127,2008,0.392,0.2222,0.6968,0.3493,1.2,3,0.2,1,0.9,1.2,1.4,3.9,486,221,247,210,61,2,233,3.4,0.384615385,0.429087624,0.277415144,0,0,1
233,233,吳志遠,台灣啤酒,C,1,0,200,95,20,6.2,5.1,0.5,0.8,0.6,0.4,2.1,137,2718,0.5237,0.4112,0.7294,0.5074,2.4,4.6,0.3,0.8,0.5,0.6,2.7,5.4,856,698,74,109,77,50,293,9.2,0.527777778,0.547316384,0.123762376,1,0,0
234,234,楊玉明,台灣啤酒,G,1,0,178,78,24,11.9,2.3,2,1.7,0.9,0,1.7,255,6070,0.4801,0.3261,0.7531,0.4085,2.5,5.2,1.5,4.5,2.4,3.2,4,9.8,3024,582,502,433,223,9,428,8.8,0.484693878,0.530870807,0.131701271,0,0,1
235,235,張晸輝,台灣啤酒,F,1,0,198,88,10,2.9,2.3,0.5,0.5,0.1,0.2,0.9,15,148,0.2593,0.2727,0.7333,0.2653,0.5,1.8,0.4,1.5,0.7,1,0.9,3.3,43,34,7,8,2,3,14,2.8,0.333333333,0.387700535,0.117924528,0,1,0
236,236,吳志偉,新北裕隆納智捷,C,1,0,202,98,13,6.1,3.2,0.7,1,0.3,0.3,1.7,206,2584,0.5143,0.2407,0.726,0.5,2.4,4.8,0.1,0.3,1,1.4,2.5,5,1251,652,138,201,53,62,345,6.7,0.51,0.543091168,0.15114873,1,0,0
237,237,劉瑞生,臺灣銀行,G,1,0,175,77,10,2.3,1.2,1,0.6,0.5,0,1,100,965,0.386,0.3191,0.6552,0.3716,0.7,1.7,0.2,0.5,0.6,0.9,0.8,2.2,234,122,98,62,45,1,98,2.7,0.409090909,0.442989214,0.187734668,0,0,1
238,238,胡裕偉,臺灣銀行,G,1,0,190,110,12,3.8,2,0.7,0.9,0.5,0.1,1,193,2255,0.4504,0.2736,0.6364,0.372,1,2.1,0.5,1.7,0.4,0.7,1.4,3.8,726,381,133,165,88,23,197,3.5,0.434210526,0.462512171,0.17971246,0,0,1
239,239,陳聖亞,臺灣銀行,G,1,0,185,83,6,1.9,0.9,0.3,0.7,0.5,0.2,0.9,46,294,0.3426,0,0.3824,0.3274,0.8,2.3,0,0.1,0.3,0.7,0.8,2.5,87,41,16,34,22,7,42,1,0.32,0.338319088,0.1995439,0,0,1
240,240,楊承融,臺灣銀行,C,1,0,200,115,6,1.4,1.2,0.1,0.4,0.1,0.2,1.6,36,216,0.4681,0,0.4167,0.4583,0.6,1.3,0,0,0.1,0.3,0.6,1.3,49,44,5,16,3,6,56,1.7,0.461538462,0.488826816,0.218340611,1,0,0
241,241,陳俊傑,臺灣銀行,G,1,0,181,82,12,4.3,1.5,1.3,1.1,0.5,0,1.3,93,1078,0.3689,0.3884,0.7,0.3815,0.5,1.3,0.9,2.4,0.5,0.8,1.4,3.7,400,142,117,102,43,1,121,3.9,0.5,0.530602172,0.213509317,0,0,1
242,242,徐偉勝,臺灣銀行,C,1,0,198,90,19,6.6,3.3,1.1,1.6,0.5,0.6,2.2,177,3317,0.4617,0.2974,0.6893,0.4242,2,4.4,0.4,1.3,1.4,2,2.4,5.7,1175,585,192,292,81,105,385,6.6,0.456140351,0.501519757,0.195599022,1,0,0
243,243,詹尼斯,金門酒廠,C,0,0,200,105,37,16.4,21.1,0.8,2.1,1.3,1.3,1.8,28,1038,0.467,0,0.5202,0.4646,6.6,14.1,0,0.1,3.2,6.2,6.6,14.1,458,591,21,60,36,36,51,28.3,0.468085106,0.4872831,0.110946746,1,0,0
244,244,李俊逸,金門酒廠,G,1,0,182,78,9,2.6,0.5,0.4,0.4,0.3,0,1.7,19,169,0.32,0.275,0,0.2923,0.4,1.3,0.6,2.1,0,0,1,3.4,49,9,7,7,5,0,33,1,0.382352941,0.382352941,0.105263158,0,0,1
245,245,張益銘,金門酒廠,G,1,0,185,85,12,3.8,2.2,1.2,0.9,0.5,0,0.9,158,1915,0.4636,0.315,0.7111,0.3876,0.8,1.7,0.5,1.7,0.6,0.9,1.3,3.4,596,347,182,136,79,7,142,4.4,0.455882353,0.50052687,0.19165247,0,0,1
246,246,駱正坤,金門酒廠,F,1,0,196,100,4,0.4,0.9,0.1,0.2,0.1,0.1,0.9,17,70,0.2,0,0.25,0.2,0.1,0.6,0,0,0.1,0.5,0.1,0.6,6,15,1,3,1,2,15,0.5,0.166666667,0.243902439,0.196078431,0,1,0
247,247,林煥超,台中璞園建築,F,1,0,202,120,6,1.1,1.2,0.1,0.7,0.1,0,1,82,502,0.3535,0,0.5833,0.3535,0.4,1.2,0,0,0.3,0.4,0.4,1.2,91,99,7,60,8,2,82,0.9,0.333333333,0.399709302,0.337186898,0,1,0
248,248,楊敬敏,台灣啤酒,G,1,1,190,90,30,14.5,4.4,1.9,2.2,1.3,0.1,1.6,242,7164,0.4967,0.333,0.7421,0.4356,3.8,7.6,1.5,4.5,2.4,3.3,5.3,12.1,3501,1059,451,539,304,30,399,12.3,0.5,0.534976387,0.139664804,0,0,1
249,249,哈孝遠,台灣啤酒,C,1,0,200,118,14,5.9,4.2,0.4,1.2,0.3,0.6,2.8,200,2895,0.4895,0.2973,0.6887,0.4822,2.3,4.7,0.1,0.2,1.1,1.6,2.4,4.9,1180,836,72,236,63,124,555,7.2,0.5,0.526409707,0.176366843,1,0,0
250,250,許凱傑,臺灣銀行,C,1,0,198,110,10,2.6,1.6,0.4,0.7,0.2,0.2,1.2,104,1054,0.4187,0.2414,0.5417,0.4,1,2.4,0.1,0.3,0.4,0.7,1.1,2.6,266,169,41,73,23,21,121,2.5,0.442307692,0.447042641,0.194013304,1,0,0
251,251,孫煥博,臺灣銀行,G,1,0,183,83,21,8.1,2.9,2.7,2.8,0.7,0,2.2,22,459,0.4836,0.32,0.7059,0.4558,2.7,5.5,0.4,1.1,1.6,2.3,3,6.7,178,63,60,61,15,1,49,7.2,0.47761194,0.525155602,0.266362253,0,0,1
252,252,姚俊傑,達欣工程,F,1,0,192,102,10,4.7,1.9,0.3,0.7,0.2,0.1,1.6,69,687,0.583,0.4,0.6951,0.5789,1.9,3.2,0,0.1,0.8,1.2,1.9,3.3,323,130,23,51,11,6,111,4.7,0.575757576,0.613897597,0.15459364,0,1,0
253,253,歐陽進恆,台灣大雲豹,G,1,0,191,90,21,11.1,3.2,1.3,1.8,0.8,0.1,2.3,188,4036,0.4773,0.3407,0.7339,0.4369,3,6.3,0.9,2.7,2.3,3.1,3.9,9,2079,606,235,333,159,19,430,8.8,0.483333333,0.535507526,0.147977639,0,0,1
254,254,陳暉,台灣大雲豹,G,1,0,180,85,25,5.7,3.9,3.2,1.9,1.1,0.1,2.5,225,5634,0.4453,0.3142,0.6442,0.3748,1.1,2.4,0.9,2.8,0.9,1.4,1.9,5.2,1281,873,716,436,256,23,567,8.3,0.451923077,0.49002751,0.246241576,0,0,1
255,255,康昭翔,台灣大雲豹,C,1,0,208,120,6,0.8,1.5,0.3,0.9,0.2,0.2,0.9,13,76,0.2174,0,0.25,0.2174,0.4,1.8,0,0,0.1,0.3,0.4,1.8,11,19,4,12,2,2,12,0.5,0.222222222,0.207039337,0.31779661,1,0,0
256,256,張銘哲,金門酒廠,F,1,0,190,89,5,2.3,1.2,0.3,0.3,0.2,0.1,1.2,38,202,0.5088,0.3,0.4545,0.4545,0.8,1.5,0.2,0.5,0.3,0.6,0.9,2,86,45,10,10,8,5,46,2.4,0.5,0.50795053,0.11700468,0,1,0
257,257,高天麒,金門酒廠,G,1,0,177,74,17,4,2.9,2.2,1.5,0.8,0.1,2.2,82,1380,0.3883,0.3136,0.6122,0.3611,1,2.5,0.5,1.4,0.7,1.2,1.4,4,331,235,177,126,65,9,182,5.4,0.4125,0.441696113,0.248838752,0,0,1
258,258,陳力維,金門酒廠,F,1,0,184,82,3,1,0.2,0,0.4,0.1,0,0.4,9,28,0.3333,0,0.3333,0.3077,0.4,1.3,0,0.1,0.1,0.3,0.4,1.4,9,2,0,4,1,0,4,-0.3,0.285714286,0.326370757,0.207039337,0,1,0
259,259,曾文鼎,裕隆納智捷,C,1,1,202,90,32,15,8.6,2.9,2.8,1.2,2.3,2.7,189,6118,0.532,0.2806,0.7108,0.5155,5.6,10.5,0.2,0.7,3.2,4.6,5.8,11.2,2843,1633,546,523,227,436,513,20.4,0.526785714,0.567150635,0.174737893,1,0,0
260,260,李學林,裕隆納智捷,G,1,1,175,75,28,9.4,4.2,3.4,1.5,1.4,0.1,1.5,180,5059,0.5542,0.4,0.7905,0.4918,2.2,4.1,1.1,2.8,1.6,2,3.3,6.8,1685,749,605,264,260,12,273,13.1,0.566176471,0.611979167,0.163398693,0,0,1
261,261,吳洋輝,裕隆納智捷,F,1,0,195,88,11,2.9,2,0.2,0.7,0.2,0.4,1.6,122,1322,0.4346,0.2,0.6096,0.4309,1.1,2.5,0,0,0.7,1.2,1.1,2.5,358,248,27,81,27,49,201,3.1,0.44,0.478863937,0.18776824,0,1,0
262,262,許時清,臺灣銀行,F,1,0,194,90,8,3.8,1.1,0.2,0.6,0.2,0,1.2,100,819,0.4221,0.284,0.7041,0.3587,0.8,2,0.5,1.7,0.7,1,1.3,3.7,381,105,20,58,18,3,117,2,0.418918919,0.458937198,0.126582278,0,1,0
263,263,黃寶賜,達欣工程,G,1,0,182,70,14,4.5,1.7,1.7,1.3,0.7,0,1.2,151,2181,0.5647,0.3484,0.7154,0.4758,1.2,2.1,0.5,1.5,0.6,0.8,1.7,3.6,677,250,262,191,104,3,176,5.2,0.541666667,0.569331984,0.247524752,0,0,1
264,264,許澤鑫,台灣大雲豹,G,1,0,177,70,20,5.3,2.6,1.9,1.5,1.2,0,1.7,149,2931,0.4832,0.3489,0.6691,0.4124,1.1,2.2,0.9,2.4,0.6,0.9,1.9,4.6,788,387,277,227,173,4,259,6.5,0.510869565,0.530424339,0.23091133,0,0,1
265,265,桑德斯,璞園建築,F,0,0,200,96,35,21,15.3,4.3,2.9,1.4,1.4,2.5,88,3044,0.5399,0.3529,0.741,0.5323,7.4,13.7,0.2,0.6,5.6,7.6,7.6,14.2,1847,1348,379,252,127,120,224,31.9,0.542253521,0.598495212,0.14185091,0,1,0
266,266,林志傑,台灣啤酒,F,1,1,192,95,34,20.7,6.9,3.2,3.4,1.3,0.4,2.3,174,5910,0.5251,0.3478,0.6954,0.4305,4.1,7.8,3.1,8.9,3.2,4.7,7.2,16.7,3600,1206,552,599,219,73,395,18.1,0.523952096,0.551470588,0.153374233,0,1,0
267,267,賴國弘,台灣大雲豹,F,1,1,198,91,19,10.1,4,0.7,1.6,0.3,0.2,1.9,115,2181,0.5756,0,0.6512,0.5743,4.3,7.4,0,0,1.6,2.4,4.3,7.4,1165,465,86,189,34,27,217,9.8,0.581081081,0.597209082,0.15910899,0,1,0
268,268,羅興樑,台灣大雲豹,G,1,1,183,85,25,12.3,3.6,2,1.8,1.2,0.1,1.1,159,3964,0.4873,0.3718,0.7836,0.4295,2.4,4.9,1.8,5,2,2.5,4.3,9.9,1960,569,312,279,187,10,172,11.3,0.525252525,0.559090909,0.140625,0,0,1
269,269,顏行書,台灣啤酒,G,1,1,183,80,21,7.2,3.2,3,1.6,1.4,0.2,1.6,50,1045,0.5024,0.3367,0.7424,0.4495,2.1,4.2,0.7,2,1,1.3,2.8,6.1,358,158,152,78,69,12,80,9.8,0.516393443,0.539568345,0.193423598,0,0,1
270,270,李孝澤,台灣啤酒,G,1,0,175,80,12,4.9,1.3,0.8,1.6,0.4,0,1.3,19,220,0.4727,0.4444,0.6923,0.4658,1.4,2.9,0.4,0.9,0.9,1.4,1.8,3.8,94,25,16,30,8,0,24,3.3,0.526315789,0.554800725,0.265957447,0,0,1
271,271,吳政育,台灣大雲豹,G,1,0,186,80,12,5.1,1.2,0.7,0.7,0.4,0,1.1,42,492,0.4507,0.3492,0.7727,0.3858,0.8,1.7,1,3,0.4,0.5,1.8,4.7,213,49,29,31,16,1,48,3.7,0.489361702,0.518292683,0.12455516,0,0,1
272,272,林信華,台灣大雲豹,F,1,0,198,93,16,5.2,4.1,0.8,1.7,0.4,0.6,2.4,92,1517,0.4873,0.1111,0.6066,0.4779,1.9,3.8,0,0.1,1.4,2.3,1.9,3.9,475,381,76,154,35,51,217,6.5,0.487179487,0.529315961,0.257108288,0,1,0
273,273,陳泉旭,璞園建築,F,1,0,187,93,12,3.6,2.1,0.4,0.7,0.2,0.1,1.5,19,229,0.4237,0.0833,0.625,0.3662,1.3,3.1,0.1,0.6,0.8,1.3,1.4,3.7,68,39,8,13,4,1,28,2.9,0.391891892,0.421348315,0.140788415,0,1,0
274,274,高立民,璞園建築,F,1,0,194,84,15,5.1,3.1,0.5,0.9,0.4,0.4,2.3,111,1626,0.434,0.4118,0.5949,0.4333,2,4.5,0.1,0.2,1,1.8,2,4.7,571,342,54,104,45,42,260,5.1,0.436170213,0.464311726,0.140801001,0,1,0
275,275,周俊三,台灣啤酒,G,1,1,173,73,24,8.2,3.1,3.9,1.9,1.2,0.1,1.4,86,2076,0.4474,0.3541,0.7235,0.4073,1.8,4,1.1,3,1.4,2,2.8,7,702,268,333,161,100,12,124,9.8,0.478571429,0.520304569,0.194274029,0,0,1
276,276,林哲維,台灣啤酒,F,1,0,195,90,10,2.1,2.1,0.3,0.6,0.5,0.6,1.3,31,320,0.6296,0.3,0.3846,0.4561,0.5,0.9,0.3,1,0.2,0.4,0.8,1.8,66,66,8,19,16,18,39,3.8,0.527777778,0.531376518,0.232919255,0,1,0
277,277,周泓諭,裕隆納智捷,F,1,0,195,92,13,4.8,2.4,1.1,0.9,0.3,0.2,1.7,132,1669,0.5191,0.2921,0.7901,0.4831,1.9,3.6,0.2,0.7,0.5,0.6,2.1,4.3,632,315,147,114,38,22,224,5.6,0.511627907,0.525854514,0.164714495,0,1,0
278,278,邱啟益,裕隆納智捷,G,1,0,182,72,14,6.1,1.4,1,1.1,0.6,0,1.7,85,1227,0.5353,0.3296,0.75,0.4476,1.5,2.8,0.7,2.1,1,1.4,2.2,4.9,522,122,83,91,47,2,147,4.9,0.520408163,0.552936911,0.166263603,0,0,1
