,Unnamed: 0,Name,Team,Pos,Nationality,CTteam,Height,Weight,MinutesPlayedPG,ptsPG,rebPG,astPG,toPG,stlPG,blkPG,pfPG,TotalGames,TotalMinutesPlayed,2ptsPercentage,3ptsPercentage,ftPercentage,fgPercentage,2ptsM_PG,2ptsA_PG,3ptsM_PG,3ptsA_PG,ftM_PG,ftA_PG,fgM_PG,fgA_PG,Totalpts,TotalREB,TotalAst,TotalTO,TotalSTL,TotalBLK,TotalPF,EFF,eFG,TS,TOV,C,F,G
279,279,鄭常君,達欣工程,G,1,0,176,71,9,4,1.2,0.5,0.5,0.4,0,1.2,85,788,0.4694,0.3559,0.6707,0.3964,0.5,1.2,0.7,2.1,0.6,1,1.3,3.2,336,104,43,46,30,0,102,3.3,0.515625,0.549450549,0.120772947,0,0,1
280,280,游育倫,達欣工程,G,1,0,175,75,8,1.7,0.8,1.1,0.7,0.4,0,0.9,40,322,0.5,0.5,0.7647,0.5,0.4,0.7,0.2,0.5,0.3,0.4,0.6,1.2,68,33,44,27,16,1,36,2.6,0.583333333,0.617732558,0.337186898,0,0,1
281,281,陳立偉,緯來獵人,G,1,0,180,75,15,4.1,1.9,1.3,1.3,0.4,0,1.8,26,378,0.5,0.4146,0.9032,0.4493,0.5,1.1,0.7,1.6,1.1,1.2,1.2,2.7,107,50,34,35,10,0,46,4.8,0.574074074,0.635068154,0.287102473,0,0,1
282,282,王傳鑑,東森羚羊,F,1,0,196,85,22,9.3,4.9,0.6,2.3,0.5,0.8,2.7,61,1351,0.4787,0.1667,0.7011,0.4667,3.5,7.3,0,0.3,2.1,3,3.6,7.6,566,296,38,142,32,46,162,8.9,0.473684211,0.521300448,0.204991087,0,1,0
283,283,廖偉成,東森羚羊,F,1,0,197,106,13,3.9,3.4,0.4,1.3,0.3,0.2,2,68,868,0.4582,0,0.6491,0.4545,1.7,3.7,0,0,0.5,0.8,1.7,3.7,267,230,30,85,19,13,136,4.6,0.459459459,0.48124383,0.242899851,0,1,0
284,284,劉義祥,東風,C,1,1,200,110,28,9.8,5.7,1.3,2.5,0.7,0.9,2.7,46,1280,0.4686,0.3291,0.6379,0.4408,3.2,6.9,0.6,1.7,1.6,2.5,3.8,8.6,450,263,58,117,31,40,124,10.2,0.476744186,0.505154639,0.204918033,1,0,0
285,285,丁國柱,東風,G,1,0,180,70,8,4.6,1.2,0.7,1.4,0.6,0.1,1.1,9,75,0.3429,0.25,0.7368,0.3333,1.3,3.9,0.1,0.4,1.6,2.1,1.4,4.3,41,11,6,13,5,1,10,2.4,0.337209302,0.440275651,0.211352657,0,0,1
286,286,范耿祥,達欣,G,1,0,165,65,13,2.7,2.1,1.5,1.2,0.8,0,1.5,59,747,0.4898,0.3293,0.6905,0.3893,0.4,0.8,0.5,1.4,0.5,0.7,0.9,2.2,158,122,90,73,46,0,90,4.4,0.522727273,0.538277512,0.323624595,0,0,1
287,287,林佳皇,緯來,G,1,0,185,83,19,8.6,1.5,1.1,1.1,0.8,0.1,2.2,77,1427,0.4695,0.3264,0.7778,0.3775,1.3,2.8,1.6,5,1.1,1.4,2.9,7.7,659,112,87,82,64,9,173,5.9,0.480519481,0.517075517,0.11682243,0,0,1
288,288,熊仁正,緯來,F,1,0,192,90,22,6.1,3.8,1.2,1.1,0.9,0.1,2.5,58,1297,0.5114,0.3319,0.5957,0.3804,0.8,1.5,1.4,4.1,0.5,0.8,2.1,5.6,355,221,70,64,53,4,146,7.2,0.5,0.512432796,0.155984118,0,1,0
289,289,黃春雄,緯來,C,1,1,200,98,23,6.6,4.9,1,1.2,0.9,0.8,1.9,67,1538,0.5857,0.2921,0.5255,0.5088,2.2,3.7,0.4,1.3,1.1,2,2.6,5.1,444,331,64,80,59,51,124,9.6,0.549019608,0.551839465,0.167130919,1,0,0
290,290,鍾維國,幼敏,G,1,0,183,65,11,2.4,1.5,0.8,0.8,0.4,0,1.4,70,753,0.3827,0.2909,0.7432,0.3456,0.4,1.2,0.2,0.8,0.8,1.1,0.7,1.9,165,106,57,55,29,2,99,2.8,0.421052632,0.503355705,0.251256281,0,0,1
291,291,曾凡鳴,幼敏,G,1,0,183,75,4,1.3,1.1,0.1,0.5,0.3,0.1,0.8,18,76,0.6,0.25,0.5625,0.5,0.3,0.6,0.1,0.2,0.5,0.9,0.4,0.8,24,20,2,9,5,2,14,1.6,0.5625,0.543478261,0.294811321,0,0,1
292,292,呂嘉豪,幼敏,F,1,0,195,90,14,3.8,3.7,0.4,1.8,0.5,0.2,2.9,30,412,0.3398,1.5,0.7907,0.3619,1.2,3.4,0.1,0.1,1.1,1.4,1.3,3.5,113,112,12,54,14,6,86,4.3,0.385714286,0.461613217,0.304259635,0,1,0
293,293,謝志偉,幼敏,F,1,0,193,83,12,3.7,2.7,0.2,1,0.5,0.1,2.6,35,419,0.4405,0.2326,0.5652,0.3701,1.1,2.4,0.3,1.2,0.7,1.3,1.3,3.6,130,96,7,36,17,5,92,3.3,0.402777778,0.443432407,0.193348801,0,1,0
294,294,林哲立,台啤,F,1,0,186,85,4,1.1,0.3,0.2,0.7,0.1,0,0.8,12,51,0.2857,0.2727,0,0.2778,0.2,0.6,0.3,0.9,0,0.2,0.4,1.5,13,4,2,8,1,0,10,-0.3,0.366666667,0.346347607,0.305944056,0,1,0
295,295,劉哲郎,臺灣銀行,F,1,0,187,85,9,3.7,1.8,0.5,0.5,0.5,0,1.5,15,128,0.5714,0.1667,0.6,0.5122,1.3,2.3,0.1,0.4,0.8,1.3,1.4,2.7,55,27,8,7,7,0,22,4.2,0.537037037,0.565403423,0.132555673,0,1,0
296,296,許智超,達欣工程,F,1,1,190,83,26,12.5,3.6,1.3,1.4,0.8,0.2,1.6,52,1337,0.5934,0.3857,0.8462,0.5622,4.5,7.6,0.5,1.3,1.9,2.3,5,9,650,185,66,74,44,9,85,12.6,0.583333333,0.624250899,0.122677883,0,1,0
297,297,趙家群,東森羚羊,G,1,0,185,77,10,2.4,2.6,1,0.8,0.4,0,1.2,16,156,0.425,0,0.3333,0.3617,1.1,2.5,0,0.4,0.3,0.8,1.1,2.9,38,42,16,12,6,0,19,3.3,0.379310345,0.36900369,0.197433366,0,0,1
298,298,楊世豪,新浪,F,1,0,193,80,15,6,3,0.7,1.2,0.5,0.3,1.7,13,191,0.4177,0.2,0.8182,0.4048,2.5,6.1,0.1,0.4,0.7,0.8,2.6,6.5,78,39,9,16,7,4,22,5.3,0.407692308,0.437828371,0.149031297,0,1,0
299,299,徐涌譯,新浪,G,1,0,192,73,14,5.5,2.1,0.9,1.1,0.6,0.1,1.6,47,678,0.503,0.3243,0.6563,0.4477,1.8,3.5,0.5,1.6,0.4,0.7,2.3,5.1,259,101,42,52,27,4,77,5,0.5,0.508505917,0.169022741,0,0,1
300,300,駱大偉,台灣啤酒,F,1,0,192,90,5,0.7,1,0.1,0.6,0.3,0.1,0.9,7,37,0.1667,0.1,0,0.125,0.1,0.9,0.1,1.4,0,0.3,0.3,2.3,5,7,1,4,2,1,6,-0.7,0.152173913,0.143914474,0.197889182,0,1,0
301,301,邱宗志,裕隆,F,1,1,198,90,11,2.7,1.6,0.3,0.6,0.5,0.3,1,30,340,0.4545,0.25,0.2703,0.3571,0.7,1.5,0.3,1.3,0.3,1.2,1,2.8,80,47,10,19,15,10,31,2.1,0.410714286,0.405649038,0.152749491,0,1,0
302,302,高正侃,達欣工程,F,1,0,188,78,8,2.5,1.6,0.4,0.9,0.2,0,0.9,17,141,0.3659,0.5,0.7778,0.3778,0.9,2.4,0.1,0.2,0.4,0.5,1,2.6,43,28,6,16,3,0,15,2.1,0.403846154,0.443262411,0.241935484,0,1,0
303,303,林正達,中廣戰神,F,1,0,195,75,11,3.8,2.2,0.4,1.1,0.5,0.3,1.3,15,160,0.5135,0.2,0.7143,0.4231,1.3,2.5,0.2,1,0.7,0.9,1.5,3.5,57,33,6,16,8,4,20,3.9,0.457142857,0.487679671,0.220176141,0,1,0
304,304,檀伯強,明基新浪,C,1,0,203,111,10,3,2.2,0.1,0.9,0.2,0.3,2.1,21,203,0.4894,0.5,0.5833,0.4898,1.1,2.2,0,0.1,0.7,1.1,1.1,2.3,63,47,2,19,4,7,44,3.3,0.47826087,0.538793103,0.244299674,1,0,0
305,305,林裕書,明基新浪,C,1,0,193,93,8,3.5,1.1,0.4,1.1,0.5,0.1,1.5,17,139,0.3571,0.2609,0.6667,0.3231,0.9,2.5,0.4,1.4,0.7,1.1,1.2,3.8,60,18,7,19,9,1,26,1.5,0.368421053,0.408496732,0.204309064,1,0,0
306,306,陳建州,台灣啤酒,F,1,0,190,90,6,1.8,1.2,0.1,0.3,0.1,0.1,1.2,17,109,0.4167,0,0,0.4054,0.9,2.1,0,0.1,0,0,0.9,2.2,30,20,1,5,2,2,20,1.7,0.409090909,0.409090909,0.12,0,1,0
